Employee ID,Employee Name,Gender,Profession,Profession Group,Date of Birth,Age,Hire Date,Resignation Date
1176,"Yanti Susanto, SST",F,Radiographer,Medical,1991-08-01,34,01/05/2009,
1177,Purwanto Firmansyah,M,Management,Non Medical,1979-03-08,47,24/10/2019,
1178,dr. Retno Pasaribu,F,Doctor,Medical,1991-09-05,34,10/03/2020,
1179,"Hendra Setiadi, A.Md",M,Administration,Non Medical,1990-02-07,36,23/12/2014,
1180,Dr. Sri Wibowo,F,Doctor,Medical,1976-03-26,50,29/12/1999,
1181,Nugroho Kusuma,M,CSSD,Non Medical,1996-07-03,29,02/11/2015,18/01/2021
1182,Dr. Sri Tampubolon,F,Nurse,Medical,1966-09-19,59,10/12/1985,
1183,"Galih Kusuma, M.Kes",M,Medical Support,Medical,1999-06-13,26,10/10/2020,
1184,Mega Wijaya,F,Laboratory Analyst,Medical,2003-08-13,22,05/07/2021,
1185,"Rini Pratama, M.Kep",F,Nurse,Medical,1980-07-01,45,21/11/2011,
1186,"Dr.dr. Taufik Putra, Sp.PD",M,Specialist Doctor,Medical,1972-02-03,54,03/04/1997,
1187,"Ika Utomo, M.Kes",F,Medical Support,Medical,1989-01-02,37,28/12/2018,
1188,"Rina Prabowo, ATLM",F,Blood Bank Officer,Medical,1985-06-28,40,01/12/2018,
1189,"Vina Siregar, Sp.Kep",F,Nurse,Medical,1995-10-29,30,04/08/2018,
1190,"Yuliana Simbolon, A.Md.ELM",F,Electromedical Technician,Medical,1986-03-26,40,30/07/2023,
1191,Jaya Prasetyo,M,Administration,Non Medical,1997-05-19,28,12/04/2016,
1192,Ade Hutapea,M,Nurse,Medical,1992-09-03,33,17/01/2010,01/03/2014
1193,"Widya Simanjuntak, A.Md.Kes",F,Medical Support,Medical,1986-02-22,40,01/08/2025,
1194,"Puspita Wijaya, MBBS",F,Doctor,Medical,2001-01-22,25,01/09/2025,
1195,"Tuti Nasution, S.Sos",F,Administration,Non Medical,1994-07-29,31,09/10/2023,
1196,Slamet Wibowo,M,Cleaning Service,Non Medical,1988-03-01,38,20/09/2023,
1197,"Jaya Sitompul, S.Sos",M,Administration,Non Medical,1972-05-08,54,08/12/2002,
1198,"Yoga Maulana, A.Md.ELM",M,Electromedical Technician,Medical,1990-12-05,35,23/01/2024,
1199,"Novita Maulana, M.Kes",F,Medical Support,Medical,1992-06-17,33,03/12/2018,04/03/2023
1200,"Retno Utomo, S.Gz",F,Nutritionist,Medical,1977-07-01,48,15/05/2009,
1201,"Farhan Permana, S.Adm",M,Administration,Non Medical,1994-03-26,32,04/06/2013,
1202,"Nur Gunawan, Sp.Kep",F,Nurse,Medical,1997-01-27,29,09/02/2020,
1203,"Haris Sugiarto, S.Tr.RMIK",M,Medical Records,Non Medical,1973-05-15,52,18/11/1991,
1204,Ir. Eko Malik,M,Management,Non Medical,1971-05-11,54,08/09/1992,25/12/2012
1205,"Nugroho Kurniawan, S.Tr.Rad",M,Radiographer,Medical,1968-07-31,57,31/01/1991,
1206,"Oki Simbolon, S.KM",M,Medical Records,Non Medical,1969-11-04,56,05/12/1997,
1207,"Wawan Hutapea, M.Ked",M,Doctor,Medical,1975-06-19,50,31/03/2008,
1208,"Haris Raharjo, M.Kep",M,Nurse,Medical,1994-06-13,31,17/05/2017,
1209,Iwan Sinaga,M,Casemix / BPJS Claim,Non Medical,1980-09-25,45,19/04/2003,
1210,"Tri Hutabarat, SST",F,Midwife,Medical,2003-04-07,23,08/02/2021,
1211,"Intan Hartono, M.M",F,Management,Non Medical,1978-03-30,48,02/12/2011,
1212,"Rini Lubis, S.Kes",F,Medical Support,Medical,1988-08-21,37,15/05/2006,
1213,Kusuma Lubis,M,Laundry Staff,Non Medical,1981-07-24,44,28/02/2021,
1214,"Maya Budiman, A.Md.Kep",F,Nurse,Medical,1976-03-29,50,13/01/2010,26/01/2011
1215,Galih Utomo,M,Nurse,Medical,1998-05-23,27,05/05/2018,
1216,Yoga Permana,M,Administration,Non Medical,1966-05-02,60,24/04/1999,
1217,"Indra Wibowo, MBBS",M,Doctor,Medical,1984-09-10,41,05/03/2015,
1218,"Ika Hermawan, A.Md.ELM",F,Electromedical Technician,Medical,1996-01-27,30,25/04/2016,
1219,Citra Pasaribu,F,Cleaning Service,Non Medical,1987-04-01,39,20/08/2007,
1220,"Ayu Hermawan, S.K3",F,K3 / Occupational Health & Safety,Non Medical,1967-05-10,58,01/12/2002,
1221,dr. Tiara Santoso,F,Doctor,Medical,1988-03-07,38,21/03/2006,31/10/2007
1222,Novita Purwanto,F,Nurse,Medical,2000-12-31,25,02/09/2025,
1223,"Sri Wijayanto, A.Md.Kes",F,Medical Support,Medical,1978-04-19,48,02/12/2003,
1224,Kartika Nugroho,F,Nurse,Medical,1977-08-22,48,01/10/2013,
1225,"Indah Firmansyah, S.Adm",F,Administration,Non Medical,1976-08-28,49,12/10/2012,
1226,"drg. Irfan Nugroho, Sp.Perio",M,Specialist Doctor,Medical,1997-07-17,28,07/04/2025,
1227,Prasetyo Nasution,M,Finance,Non Medical,1974-09-10,51,30/05/2004,10/05/2023
1228,"Rahmat Suryanto, S.Adm",M,Administration,Non Medical,1997-02-03,29,26/05/2022,
1229,Ani Situmorang,F,K3 / Occupational Health & Safety,Non Medical,1976-09-28,49,27/03/2006,
1230,"dr. Ratna Kurniawan, Sp.U",F,Specialist Doctor,Medical,1990-11-10,35,21/01/2015,21/10/2024
1231,"Jaya Hutabarat, M.Kes",M,Medical Support,Medical,1993-04-12,33,24/01/2012,
1232,Nur Hidayat,F,Cleaning Service,Non Medical,2000-05-03,26,06/04/2023,
1233,Wawan Suryanto,M,Building Technician,Non Medical,1965-07-18,60,16/11/2005,
1234,Yuliana Hutapea,F,Administration,Non Medical,1973-02-08,53,05/08/1993,
1235,"Mega Widodo, M.Kep",F,Nurse,Medical,1982-06-30,43,04/04/2016,
1236,"Retno Hutabarat, S.Tr.RMIK",F,Medical Records,Non Medical,1985-03-19,41,04/01/2003,
1237,Puspita Setiawan,F,Cleaning Service,Non Medical,1983-07-05,42,16/06/2007,
1238,"dr. Sri Hakim, Sp.PK",F,Specialist Doctor,Medical,2000-02-23,26,09/09/2019,
1239,Joko Gunawan,M,Laboratory Analyst,Medical,2000-11-03,25,26/06/2020,
1240,Tiara Kurniawan,F,Nurse,Medical,1993-05-04,33,23/11/2024,
1241,Nanang Simanjuntak,M,Administration,Non Medical,1997-09-07,28,21/06/2017,
1242,"Fani Siahaan, S.Adm",F,Administration,Non Medical,1983-01-22,43,27/12/2011,24/06/2018
1243,"Widya Panjaitan, S.Adm.Kes",F,Management,Non Medical,1986-03-28,40,14/03/2016,
1244,"Oki Simbolon, S.Ked",M,Doctor,Medical,1992-06-18,33,02/06/2011,
1245,"Rini Sinaga, S.E",F,Management,Non Medical,1975-06-26,50,09/02/2000,
1246,Dr. Ratna Wijayanto,F,Doctor,Medical,1986-12-07,39,08/12/2010,
1247,Ahmad Sinaga,M,Casemix / BPJS Claim,Non Medical,1970-03-27,56,16/01/2008,
1248,"drg. Ningsih Manurung, Sp.BM",F,Specialist Doctor,Medical,2002-08-30,23,26/02/2020,
1249,Mira Susanto,F,Laundry Staff,Non Medical,1970-06-21,55,06/05/1998,
1250,"Tiara Hakim, CA",F,Finance,Non Medical,1969-01-02,57,16/01/2009,
1251,"Ratna Permana, S.Kep",F,Nurse,Medical,1965-09-07,60,19/03/1997,
1252,Fitri Maulana,F,Physiotherapist,Medical,1972-05-02,54,22/11/2010,
1253,dr. Silvi Nasution,F,Doctor,Medical,2001-12-18,24,23/08/2021,
1254,Farhan Budiman,M,CSSD,Non Medical,1984-09-23,41,27/03/2005,
1255,"Lestari Tampubolon, S.Kep",F,Nurse,Medical,1993-06-24,32,05/03/2013,
1256,Lukas Sugiarto,M,Security,Non Medical,1977-10-11,48,07/01/2015,
1257,"Rini Suryanto, M.Kes",F,Medical Support,Medical,1988-10-25,37,01/07/2012,
1258,Nanang Hidayat,M,Laboratory Analyst,Medical,1986-12-20,39,29/04/2020,
1259,"Maya Suryanto, M.Adm.Kes",F,Management,Non Medical,2000-09-29,25,24/01/2018,
1260,Wati Prabowo,F,Blood Bank Officer,Medical,1972-10-17,53,24/11/2007,
1261,"Dwi Lubis, S.Keb",M,Midwife,Medical,1983-06-25,42,15/08/2001,01/11/2006
1262,"Ahmad Purwanto, MD",M,Doctor,Medical,1992-03-24,34,14/03/2013,
1263,Dr. Lina Pratama,F,Nurse,Medical,1980-11-25,45,22/11/2012,
1264,Retno Firmansyah,F,Cleaning Service,Non Medical,1995-09-01,30,31/08/2018,
1265,Dr. Jaya Sugiarto,M,Nurse,Medical,1984-02-27,42,20/04/2019,
1266,Fajar Kurniawan,M,Medical Support,Medical,2002-12-06,23,25/07/2021,
1267,"Indah Purwanto, A.Md.Kep",F,Nurse,Medical,1994-08-08,31,23/12/2013,
1268,"Lestari Utomo, Dra.",F,Management,Non Medical,1969-04-21,57,30/09/2003,
1269,"Ika Kusuma, Sp.Kep",F,Nurse,Medical,1983-11-20,42,26/02/2010,
1270,"Lina Hakim, Ners",F,Nurse,Medical,1985-12-26,40,05/03/2011,
1271,"Ningsih Siregar, A.Md.Keb",F,Midwife,Medical,1994-07-19,31,24/03/2014,
1272,"Fani Simbolon, ATLM",F,Blood Bank Officer,Medical,1976-12-28,49,09/07/2001,
1273,Hadi Setiawan,M,Ambulance Driver,Non Medical,1987-10-26,38,27/11/2015,
1274,Eko Maulana,M,Security,Non Medical,2002-10-08,23,04/02/2022,11/03/2023
1275,"Maya Siregar, M.T",F,Management,Non Medical,1982-09-08,43,21/03/2008,
1276,Dr. Zulkifli Putra,M,Nurse,Medical,1994-04-21,32,11/06/2024,
1277,"Dr.dr. Putri Susanto, Sp.PD",F,Specialist Doctor,Medical,1983-12-07,42,15/01/2014,09/11/2018
1278,Susilo Panjaitan,M,Security,Non Medical,1982-01-30,44,17/05/2003,
1279,"Puspita Kusuma, S.Tr.Kes",F,Blood Bank Officer,Medical,1994-04-08,32,06/04/2014,
1280,"Zara Setiawan, M.M",F,Finance,Non Medical,1965-03-27,61,24/10/2002,
1281,"Sinta Widodo, M.Kep",F,Nurse,Medical,1968-06-18,57,03/09/2002,
1282,"Wulan Santoso, S.E",F,Management,Non Medical,1993-09-06,32,12/09/2011,
1283,"Fajar Lubis, S.E",M,Administration,Non Medical,1967-01-30,59,18/10/1992,
1284,"Dimas Simbolon, S.Kep",M,Nurse,Medical,1971-04-19,55,14/09/2004,
1285,"Wahyu Putra, M.Keb",M,Midwife,Medical,1979-03-15,47,07/12/2014,
1286,"Zulkifli Simbolon, Sp.Kep",M,Nurse,Medical,1992-11-01,33,08/10/2012,
1287,"dr. Mahendra Rahman, Sp.PD",M,Specialist Doctor,Medical,1992-09-30,33,12/10/2013,
1288,Gilang Hermawan,M,K3 / Occupational Health & Safety,Non Medical,1970-08-27,55,27/08/2000,
1289,"Intan Malik, S.E",F,Administration,Non Medical,2000-01-26,26,10/03/2025,
1290,"Usman Manurung, S.T",M,IT Team,Non Medical,1975-09-22,50,18/11/1997,
1291,Dwi Hermawan,M,Cleaning Service,Non Medical,1987-11-16,38,04/12/2017,06/10/2019
1292,"Cahyo Siregar, Ners",M,Nurse,Medical,1971-09-22,54,24/04/2007,
1293,"Rudi Gunawan, MBA",M,Management,Non Medical,1980-11-20,45,31/10/2020,
1294,"Putri Hartono, SST",F,Midwife,Medical,1984-09-17,41,01/09/2011,
1295,"Fitri Maulana, Ak.",F,Finance,Non Medical,2000-07-10,25,17/02/2024,
1296,Joko Pasaribu,M,Nurse,Medical,1989-04-26,37,22/09/2018,
1297,"Hesti Prabowo, S.Kes",F,Casemix / BPJS Claim,Non Medical,1989-10-17,36,23/12/2019,
1298,Ani Nugroho,F,Cleaning Service,Non Medical,2001-03-10,25,02/10/2019,23/10/2025
1299,Wahyu Sari,M,Building Technician,Non Medical,1993-09-25,32,20/10/2011,
1300,Jaya Utomo,M,Security,Non Medical,1989-02-27,37,11/05/2018,
1301,Dr. Sari Hutabarat,F,Doctor,Medical,1977-04-24,49,06/08/1998,01/12/2002
1302,"drg. Wahyu Hermawan, Sp.BM",M,Specialist Doctor,Medical,2003-06-04,22,17/04/2025,
1303,Prasetyo Nasution,M,Medical Records,Non Medical,1998-01-02,28,31/05/2018,
1304,"Nadia Prabowo, A.Md",F,Administration,Non Medical,1982-02-22,44,21/09/2021,
1305,"Yuni Setiawan, A.Md.RMIK",F,Medical Records,Non Medical,1995-11-08,30,21/01/2023,
1306,"Silvi Priyanto, M.Kep",F,Nurse,Medical,1994-05-20,31,23/07/2013,
1307,dr. Zainal Suryanto,M,Doctor,Medical,1990-07-09,35,26/07/2009,
1308,"Purwanto Saputra, M.T",M,Management,Non Medical,1991-02-25,35,13/07/2021,
1309,"Haris Sari, M.T",M,IT Team,Non Medical,1995-07-11,30,11/02/2016,
1310,"Dwi Maulana, M.KM",M,Medical Records,Non Medical,1990-12-16,35,16/05/2016,
1311,"dr. Tuti Sugiarto, Sp.KJ",F,Specialist Doctor,Medical,1996-09-06,29,10/09/2022,24/10/2025
1312,"Ika Kusuma, Bd.",F,Midwife,Medical,1987-06-19,38,25/02/2021,01/05/2023
1313,Rudi Saputra,M,Security,Non Medical,1997-04-19,29,14/01/2019,
1314,"Made Raharjo, M.Kep",M,Nurse,Medical,2002-01-06,24,30/08/2023,
1315,"Zara Rahman, Sp.Kep",F,Nurse,Medical,1986-03-21,40,07/09/2009,
1316,"Vina Manurung, S.E",F,Management,Non Medical,2002-05-17,23,27/04/2025,
1317,Bambang Hermawan,M,Cleaning Service,Non Medical,1999-08-06,26,08/05/2020,
1318,"dr. Putri Rahman, Sp.BP",F,Specialist Doctor,Medical,2002-05-08,24,12/05/2024,
1319,"Gilang Suprapto, S.Sos",M,Administration,Non Medical,1993-05-04,33,24/08/2024,
1320,"Lukman Hartono, S.T",M,Management,Non Medical,1972-10-15,53,26/12/1998,
1321,"dr. Lukas Hakim, Sp.M",M,Specialist Doctor,Medical,1987-02-07,39,02/05/2007,27/06/2025
1322,"Lina Saputra, M.Kep",F,Nurse,Medical,1983-09-13,42,22/08/2023,
1323,"Hendra Permana, Apt.",M,Pharmacist,Medical,1998-08-21,27,01/01/2025,
1324,Dr. Puspita Sari,F,Nurse,Medical,1997-09-08,28,16/11/2022,12/10/2024
1325,Endah Sitompul,F,Finance,Non Medical,2000-04-16,26,23/11/2018,28/11/2022
1326,"Ningsih Rahman, S.Kes",F,Medical Support,Medical,1976-05-11,49,07/04/2000,
1327,"Wati Situmorang, M.Keb",F,Midwife,Medical,1974-08-02,51,07/11/1995,
1328,Irfan Tampubolon,M,Laundry Staff,Non Medical,1997-03-01,29,28/05/2018,
1329,Farhan Wibowo,M,Administration,Non Medical,2003-03-02,23,03/07/2024,
1330,"Tuti Raharjo, A.Md.Kep",F,Nurse,Medical,1966-07-07,59,28/01/1990,
1331,Retno Hakim,F,Cleaning Service,Non Medical,1983-08-04,42,14/12/2019,
1332,"Usman Priyanto, M.Kep",M,Nurse,Medical,1979-05-04,47,07/08/2012,
1333,"dr. Hadi Priyanto, Sp.RM",M,Specialist Doctor,Medical,2000-09-02,25,19/10/2019,
1334,Ani Sinaga,F,Finance,Non Medical,1976-03-03,50,17/08/2001,
1335,Citra Siahaan,F,Cleaning Service,Non Medical,1995-07-26,30,11/12/2019,
1336,Gunawan Setiadi,M,Security,Non Medical,1985-03-07,41,29/06/2012,
1337,"Rina Wijayanto, Sp.Kep",F,Nurse,Medical,1997-12-21,28,08/12/2016,
1338,"Ningsih Setiawan, A.Md.Kep",F,Nurse,Medical,1971-02-19,55,03/09/1989,
1339,"Wahyu Pratama, S.Si",M,Laboratory Analyst,Medical,1999-10-25,26,02/12/2021,
1340,"Retno Rahman, S.Kom",F,IT Team,Non Medical,1982-02-20,44,18/12/2006,
1341,"Lestari Wijaya, Ners",F,Nurse,Medical,1995-11-09,30,22/04/2015,
1342,"Bayu Hidayat, M.Kom",M,IT Team,Non Medical,1976-12-04,49,09/09/1996,
1343,"Candra Santoso, S.Tr.RMIK",M,Medical Records,Non Medical,1998-01-16,28,20/01/2019,
1344,Fani Saputra,F,Security,Non Medical,1988-05-30,37,26/12/2012,
1345,Dr. Wulan Susanto,F,Nurse,Medical,1997-09-29,28,30/09/2021,
1346,"Ningsih Manurung, S.Kep",F,Nurse,Medical,1998-05-18,27,04/12/2020,
1347,"Zahra Prasetyo, S.Tr.RMIK",F,Medical Records,Non Medical,1988-04-30,38,29/10/2012,
1348,Tri Siahaan,F,Nurse,Medical,1985-11-05,40,14/09/2015,
1349,Dr. Firmansyah Pasaribu,M,Doctor,Medical,2003-09-19,22,01/05/2022,
1350,Gilang Gunawan,M,Cleaning Service,Non Medical,1996-12-03,29,22/08/2018,
1351,"Rahmat Hermawan, S.Sos",M,Administration,Non Medical,1969-06-09,56,22/11/2003,
1352,"Hadi Siahaan, M.Kep",M,Nurse,Medical,1966-12-23,59,27/05/2005,
1353,Dr. Tiara Tampubolon,F,Nurse,Medical,2000-10-15,25,06/06/2025,
1354,"Zahra Panjaitan, A.Md.Kep",F,Nurse,Medical,1983-03-20,43,24/07/2012,
1355,"Wati Nugroho, M.KM",F,Medical Records,Non Medical,2003-04-29,23,24/09/2023,
1356,Made Hermawan,M,IT Team,Non Medical,1984-12-27,41,05/07/2019,
1357,Novita Saputra,F,Cleaning Service,Non Medical,1980-04-12,46,02/03/2001,
1358,"Hadi Tampubolon, S.Ked",M,Doctor,Medical,1985-04-01,41,22/03/2009,
1359,"Zulkifli Hutapea, MBBS",M,Doctor,Medical,1988-08-15,37,27/10/2018,
1360,Farhan Setiadi,M,Laundry Staff,Non Medical,1984-03-19,42,30/12/2013,
1361,Vina Prabowo,F,Nurse,Medical,1975-04-09,51,04/09/2012,
1362,"Agus Hermawan, A.Md.Kes",M,Blood Bank Officer,Medical,2001-12-09,24,22/03/2023,10/01/2024
1363,Hesti Kusuma,F,Laundry Staff,Non Medical,1994-07-01,31,17/08/2018,
1364,"Haris Sitompul, S.Adm",M,Administration,Non Medical,1976-05-29,49,23/06/2004,
1365,"dr. Iwan Setiawan, Sp.F",M,Specialist Doctor,Medical,1983-12-14,42,20/11/2023,
1366,Kusuma Firmansyah,M,Laundry Staff,Non Medical,1996-06-27,29,19/05/2016,
1367,"Lukman Nugroho, A.Md",M,Administration,Non Medical,1991-01-09,35,28/12/2015,
1368,"Tri Raharjo, A.Md.Kep",F,Nurse,Medical,1966-04-24,60,02/11/1987,05/03/2002
1369,"Nugroho Widodo, MBA",M,Management,Non Medical,1973-12-25,52,20/12/1994,
1370,"Lestari Wijayanto, S.Kep",F,Nurse,Medical,1977-05-30,48,06/03/2011,
1371,"Kurniawan Malik, A.Md",M,Administration,Non Medical,1980-12-07,45,20/07/1999,
1372,"Ade Manurung, A.Md",M,Administration,Non Medical,1990-01-28,36,23/07/2022,
1373,Dr. Novita Hakim,F,Doctor,Medical,1981-10-03,44,01/09/2010,
1374,"Vina Panjaitan, S.Tr.RMIK",F,Medical Records,Non Medical,1984-05-12,41,20/07/2010,
1375,"Candra Pasaribu, Sp.Kep",M,Nurse,Medical,1989-10-25,36,06/05/2008,
1376,Rudi Kusuma,M,Physiotherapist,Medical,1983-04-12,43,29/01/2011,
1377,Rina Suprapto,F,Nurse,Medical,1988-03-02,38,16/10/2015,
1378,Ahmad Susanto,M,Cleaning Service,Non Medical,1974-08-09,51,07/07/1999,
1379,"Rini Sugiarto, S.Ak",F,Finance,Non Medical,1975-02-17,51,12/02/2013,
1380,"Maya Utomo, A.Md.Kes",F,Blood Bank Officer,Medical,1988-09-25,37,15/07/2012,
1381,"Fitri Malik, S.Keb",F,Midwife,Medical,1998-03-30,28,20/04/2019,
1382,Lestari Sitompul,F,IT Team,Non Medical,1989-10-18,36,18/07/2023,
1383,"Gilang Simbolon, S.T",M,IT Team,Non Medical,1992-05-09,33,19/11/2011,
1384,"Slamet Kusuma, M.Farm",M,Pharmacist,Medical,1968-04-19,58,19/03/1993,
1385,"Citra Setiawan, M.Farm",F,Pharmacist,Medical,1971-08-16,54,29/11/2011,
1386,"Gunawan Wijayanto, M.Kep",M,Nurse,Medical,1983-02-14,43,23/07/2005,
1387,"Budi Wijaya, S.Si",M,Laboratory Analyst,Medical,1988-03-30,38,03/07/2015,12/04/2019
1388,"dr. Irfan Setiawan, Sp.THT",M,Specialist Doctor,Medical,1978-09-28,47,07/12/2013,
1389,"Retno Utomo, M.Ft",F,Physiotherapist,Medical,1978-10-19,47,12/09/1999,
1390,Dr. Ningsih Nugroho,F,Nurse,Medical,2001-06-11,24,15/11/2019,
1391,"Silvi Siahaan, Sp.Kep",F,Nurse,Medical,1979-03-30,47,24/04/2003,30/11/2011
1392,"Joko Wibowo, S.KM",M,Medical Records,Non Medical,1973-10-21,52,23/12/1998,
1393,Ika Lubis,F,Cleaning Service,Non Medical,2001-04-12,25,08/06/2020,
1394,"Irfan Putra, Drs.",M,Management,Non Medical,1965-02-13,61,10/07/2005,
1395,"Rahmat Wijaya, S.Adm.Kes",M,Management,Non Medical,1976-04-30,50,22/02/2003,06/04/2009
1396,Dr. Silvi Prabowo,F,Nurse,Medical,1969-03-26,57,27/12/2006,
1397,"dr. Lina Kurniawan, Sp.PD",F,Specialist Doctor,Medical,2001-08-02,24,16/05/2025,
1398,Galih Setiadi,M,Cleaning Service,Non Medical,1987-02-20,39,31/10/2015,
1399,Mahendra Simbolon,M,Medical Records,Non Medical,1981-07-04,44,02/10/2015,
1400,"Yuliana Malik, S.Keb",F,Midwife,Medical,2002-02-17,24,31/10/2024,
1401,Budi Wibowo,M,Cleaning Service,Non Medical,1977-01-01,49,27/05/2011,
1402,Sri Sugiarto,F,Medical Support,Medical,1973-10-23,52,06/12/2001,
1403,"Agus Nasution, A.Md.Kes",M,CSSD,Non Medical,1990-06-12,35,10/08/2019,
1404,"Fitri Wijayanto, DrPH",F,Casemix / BPJS Claim,Non Medical,1970-02-15,56,11/09/1996,18/02/2002
1405,Ir. Vera Saputra,F,Management,Non Medical,1990-05-06,36,18/04/2015,
1406,"Maya Nugroho, S.Kep",F,Nurse,Medical,1992-06-02,33,10/08/2024,
1407,"Wulan Priyanto, S.Kep",F,Nurse,Medical,1986-01-22,40,05/09/2005,12/05/2009
1408,"drg. Zara Hermawan, Sp.Pros",F,Specialist Doctor,Medical,1991-03-17,35,27/08/2025,
1409,Ade Maulana,M,Security,Non Medical,1978-07-02,47,31/07/1996,31/08/2012
1410,"Rahmat Prasetyo, S.Kep",M,Nurse,Medical,1983-08-20,42,27/01/2001,
1411,"Yanti Budiman, S.Kep",F,Nurse,Medical,1968-03-06,58,16/07/1991,
1412,dr. Bella Sari,F,Doctor,Medical,1994-04-09,32,24/01/2020,
1413,Rina Tampubolon,F,Nurse,Medical,1998-02-05,28,02/02/2016,
1414,"Bambang Suryanto, S.Kep",M,Nurse,Medical,1979-05-12,46,17/05/2014,
1415,Zainal Putra,M,Ambulance Driver,Non Medical,1996-01-15,30,31/01/2023,
1416,"Wulan Purwanto, M.Kes",F,Medical Support,Medical,1974-11-07,51,03/11/1998,
1417,Sri Hidayat,F,Laundry Staff,Non Medical,1979-01-27,47,16/09/1997,
1418,Mahendra Saputra,M,Building Technician,Non Medical,1989-11-15,36,23/12/2021,
1419,"Zara Wijaya, A.Md.Kep",F,Nurse,Medical,1991-05-15,34,26/04/2022,
1420,"Anisa Firmansyah, M.Kep",F,Nurse,Medical,1972-06-15,53,29/10/1999,
1421,"Tri Sitompul, A.Md.Keb",F,Midwife,Medical,1965-07-26,60,13/05/1984,
1422,Ningsih Firmansyah,F,Security,Non Medical,1971-10-21,54,17/09/1989,15/03/1993
1423,"Yanti Hidayat, M.Kep",F,Nurse,Medical,1965-01-19,61,06/04/1996,
1424,Linda Utomo,F,Radiographer,Medical,1978-07-22,47,10/10/2010,
1425,"Eko Prasetyo, M.Adm.Kes",M,Management,Non Medical,1999-12-06,26,22/05/2017,
1426,"Putri Pasaribu, Sp.Kep",F,Nurse,Medical,1997-09-06,28,03/09/2017,
1427,Ir. Bayu Malik,M,Management,Non Medical,1993-04-12,33,02/01/2020,
1428,Sari Suryanto,F,Cleaning Service,Non Medical,1982-01-06,44,18/08/2016,
1429,"Silvi Budiman, A.Md.RMIK",F,Medical Records,Non Medical,2000-04-30,26,31/12/2019,
1430,"dr. Fitri Pratama, Sp.U",F,Specialist Doctor,Medical,2000-02-12,26,09/11/2019,
1431,"Sinta Hutapea, A.Md.Kes",F,Blood Bank Officer,Medical,1987-06-11,38,15/09/2024,
1432,"Ahmad Widodo, M.M",M,Administration,Non Medical,2002-04-19,24,17/10/2022,
1433,"Putri Setiadi, M.Keb",F,Midwife,Medical,2000-06-11,25,27/05/2021,
1434,"Wawan Wibowo, S.T",M,Building Technician,Non Medical,2003-10-27,22,13/09/2021,
1435,"Mahendra Rahman, Ners",M,Nurse,Medical,2001-11-04,24,16/05/2021,
1436,Rudi Siregar,M,Casemix / BPJS Claim,Non Medical,1990-11-01,35,16/01/2017,
1437,"dr. Kartika Prabowo, Sp.An",F,Specialist Doctor,Medical,1999-12-06,26,18/10/2024,
1438,Lukas Prabowo,M,Cleaning Service,Non Medical,1974-07-02,51,18/08/2000,
1439,"Mahendra Purwanto, A.Md.Kes",M,CSSD,Non Medical,1989-05-25,36,16/03/2019,
1440,"dr. Irfan Nugroho, Sp.RM",M,Specialist Doctor,Medical,1970-04-12,56,11/01/1999,
1441,"Yuliana Permana, S.Adm",F,Administration,Non Medical,1973-10-26,52,02/11/2003,
1442,Rudi Situmorang,M,Medical Support,Medical,1995-04-11,31,04/08/2017,
1443,"Tri Wijaya, M.Ked",F,Doctor,Medical,1975-06-27,50,09/02/2005,
1444,Yoga Raharjo,M,Administration,Non Medical,1984-03-03,42,21/01/2006,
1445,"Hadi Saputra, S.E",M,Administration,Non Medical,1997-05-27,28,26/10/2017,
1446,Rahmat Priyanto,M,Security,Non Medical,1974-05-02,52,19/09/2004,
1447,Diah Hermawan,F,Nurse,Medical,1971-11-04,54,04/01/2011,
1448,"Indra Gunawan, M.Kes",M,Medical Support,Medical,1990-09-12,35,09/02/2010,
1449,"Rina Firmansyah, A.Md.RMIK",F,Medical Records,Non Medical,1967-10-13,58,19/11/2003,
1450,"Putri Prasetyo, A.Md.Kep",F,Nurse,Medical,1995-08-31,30,29/01/2020,
1451,"Wati Kusuma, Sp.Kep",F,Nurse,Medical,1997-03-21,29,02/07/2023,09/03/2025
1452,"Agus Setiawan, A.Md.Kes",M,Medical Support,Medical,1989-10-12,36,26/08/2008,
1453,Dr. Anisa Maulana,F,Doctor,Medical,1983-05-21,42,17/09/2002,22/04/2006
1454,Prasetyo Pasaribu,M,Doctor,Medical,1976-04-13,50,27/12/2001,
1455,"Retno Panjaitan, M.Kep",F,Nurse,Medical,1997-11-26,28,30/07/2015,
1456,"Hendra Permana, S.Tr.RMIK",M,Medical Records,Non Medical,1985-07-27,40,17/02/2017,16/04/2022
1457,Susilo Malik,M,Security,Non Medical,1981-05-05,45,20/09/2011,
1458,Dr. Tuti Prasetyo,F,Nurse,Medical,1987-02-25,39,15/08/2022,
1459,Wati Hartono,F,Cleaning Service,Non Medical,1971-12-23,54,17/03/2008,
1460,"Yanti Saputra, S.Tr.Kes",F,CSSD,Non Medical,1976-04-10,50,17/07/1998,
1461,Novita Kusuma,F,Administration,Non Medical,2003-06-21,22,23/02/2021,
1462,"Rudi Pratama, S.Adm.Kes",M,Management,Non Medical,1975-11-21,50,07/08/2015,
1463,"dr. Wati Situmorang, Sp.Rad",F,Specialist Doctor,Medical,2000-05-05,26,29/05/2021,
1464,Joko Hutapea,M,Laundry Staff,Non Medical,1995-11-16,30,21/10/2023,
