employee_id,full_name,profession_id,profession_group_id,gender,date_of_birth,hire_date,resignation_date
1390,"Dr., Ningsih Nugroho",1413,1,F,11/06/2001,15/11/2019,
1391,"Sp.Kep, Silvi Siahaan",1413,1,F,30/03/1979,24/04/2003,30/11/2011
1392,"Joko Wibowo, S.KM",1426,2,M,21/10/1973,23/12/1998,
1393,"Ika Lubis",1430,2,F,12/04/2001,08/06/2020,
1394,"Drs., Irfan Putra",1423,2,M,13/02/1965,10/07/2005,
1395,"S.Adm.Kes, Rahmat Wijaya",1423,2,M,30/04/1976,22/02/2003,06/04/2009
1396,"Dr., Silvi Prabowo",1413,1,F,26/03/1969,27/12/2006,
1397,"dr. Sp.PD, Lina Kurniawan",1412,1,F,02/08/2001,16/05/2025,
1398,"Galih Setiadi",1430,2,M,20/02/1987,31/10/2015,
1399,"Mahendra Simbolon",1426,2,M,04/07/1981,02/10/2015,
1400,"S.Keb, Yuliana Malik",1414,1,F,17/02/2002,31/10/2024,
1401,"Budi Wibowo",1430,2,M,01/01/1977,27/05/2011,
1402,"Sri Sugiarto",1415,1,F,23/10/1973,06/12/2001,
1403,"Agus Nasution, A.Md.Kes",1431,2,M,12/06/1990,10/08/2019,
1404,"DrPH, Fitri Wijayanto",1424,2,F,15/02/1970,11/09/1996,18/02/2002
1405,"Ir., Vera Saputra",1423,2,F,06/05/1990,18/04/2015,
1406,"Maya Nugroho, S.Kep",1413,1,F,02/06/1992,10/08/2024,
1407,"Wulan Priyanto, S.Kep",1413,1,F,22/01/1986,05/09/2005,12/05/2009
1408,"Zara Hermawan, drg. Sp.Pros",1412,1,F,17/03/1991,27/08/2025,
1409,"Ade Maulana",1429,2,M,02/07/1978,31/07/1996,31/08/2012
1410,"S.Kep, Rahmat Prasetyo",1413,1,M,20/08/1983,27/01/2001,
1411,"S.Kep, Yanti Budiman",1413,1,F,06/03/1968,16/07/1991,
1412,"Bella Sari, dr.",1411,1,F,09/04/1994,24/01/2020,
1413,"Rina Tampubolon",1413,1,F,05/02/1998,02/02/2016,
1414,"Bambang Suryanto, S.Kep",1413,1,M,12/05/1979,17/05/2014,
1415,"Zainal Putra",1432,2,M,15/01/1996,31/01/2023,
1416,"M.Kes, Wulan Purwanto",1415,1,F,07/11/1974,03/11/1998,
1417,"Sri Hidayat",1433,2,F,27/01/1979,16/09/1997,
1418,"Mahendra Saputra",1434,2,M,15/11/1989,23/12/2021,
1419,"A.Md.Kep, Zara Wijaya",1413,1,F,15/05/1991,26/04/2022,
1420,"Anisa Firmansyah, M.Kep",1413,1,F,15/06/1972,29/10/1999,
1421,"A.Md.Keb, Tri Sitompul",1414,1,F,26/07/1965,13/05/1984,
1422,"Ningsih Firmansyah",1429,2,F,21/10/1971,17/09/1989,15/03/1993
1423,"Yanti Hidayat, M.Kep",1413,1,F,19/01/1965,06/04/1996,
1424,"Linda Utomo",1417,1,F,22/07/1978,10/10/2010,
1425,"Eko Prasetyo, M.Adm.Kes",1423,2,M,06/12/1999,22/05/2017,
1426,"Putri Pasaribu, Sp.Kep",1413,1,F,06/09/1997,03/09/2017,
1427,"Ir., Bayu Malik",1423,2,M,12/04/1993,02/01/2020,
1428,"Sari Suryanto",1430,2,F,06/01/1982,18/08/2016,
1429,"Silvi Budiman, A.Md.RMIK",1426,2,F,30/04/2000,31/12/2019,
1430,"dr. Sp.U, Fitri Pratama",1412,1,F,12/02/2000,09/11/2019,
1431,"Sinta Hutapea, A.Md.Kes",1422,1,F,11/06/1987,15/09/2024,
1432,"Ahmad Widodo, M.M",1427,2,M,19/04/2002,17/10/2022,
1433,"Putri Setiadi, M.Keb",1414,1,F,11/06/2000,27/05/2021,
1434,"Wawan Wibowo, S.T",1434,2,M,27/10/2003,13/09/2021,
1435,"Ners, Mahendra Rahman",1413,1,M,04/11/2001,16/05/2021,
1436,"Rudi Siregar",1424,2,M,01/11/1990,16/01/2017,
1437,"Kartika Prabowo, dr. Sp.An",1412,1,F,06/12/1999,18/10/2024,
1438,"Lukas Prabowo",1430,2,M,02/07/1974,18/08/2000,
1439,"A.Md.Kes, Mahendra Purwanto",1431,2,M,25/05/1989,16/03/2019,
1440,"dr. Sp.RM, Irfan Nugroho",1412,1,M,12/04/1970,11/01/1999,
1441,"Yuliana Permana, S.Adm",1427,2,F,26/10/1973,02/11/2003,
1442,"Rudi Situmorang",1415,1,M,11/04/1995,04/08/2017,
1443,"Tri Wijaya, M.Ked",1411,1,F,27/06/1975,09/02/2005,
1444,"Yoga Raharjo",1427,2,M,03/03/1984,21/01/2006,
1445,"S.E, Hadi Saputra",1427,2,M,27/05/1997,26/10/2017,
1446,"Rahmat Priyanto",1429,2,M,02/05/1974,19/09/2004,
1447,"Diah Hermawan",1413,1,F,04/11/1971,04/01/2011,
1448,"M.Kes, Indra Gunawan",1415,1,M,12/09/1990,09/02/2010,
1449,"Rina Firmansyah, A.Md.RMIK",1426,2,F,13/10/1967,19/11/2003,
1450,"Putri Prasetyo, A.Md.Kep",1413,1,F,31/08/1995,29/01/2020,
1451,"Sp.Kep, Wati Kusuma",1413,1,F,21/03/1997,02/07/2023,09/03/2025
1452,"A.Md.Kes, Agus Setiawan",1415,1,M,12/10/1989,26/08/2008,
1453,"Dr., Anisa Maulana",1411,1,F,21/05/1983,17/09/2002,22/04/2006
1454,"Prasetyo Pasaribu",1411,1,M,13/04/1976,27/12/2001,
1455,"M.Kep, Retno Panjaitan",1413,1,F,26/11/1997,30/07/2015,
1456,"S.Tr.RMIK, Hendra Permana",1426,2,M,27/07/1985,17/02/2017,16/04/2022
1457,"Susilo Malik",1429,2,M,05/05/1981,20/09/2011,
1458,"Tuti Prasetyo, Dr.",1413,1,F,25/02/1987,15/08/2022,
1459,"Wati Hartono",1430,2,F,23/12/1971,17/03/2008,
1460,"S.Tr.Kes, Yanti Saputra",1431,2,F,10/04/1976,17/07/1998,
1461,"Novita Kusuma",1427,2,F,21/06/2003,23/02/2021,
1462,"Rudi Pratama, S.Adm.Kes",1423,2,M,21/11/1975,07/08/2015,
1463,"dr. Sp.Rad, Wati Situmorang",1412,1,F,05/05/2000,29/05/2021,
1464,"Joko Hutapea",1433,2,M,16/11/1995,21/10/2023,
1465,"Diah Hidayat, A.Md.Kep",1413,1,F,02/03/1986,05/01/2008,
1466,"Nadia Sari, A.Md.Kep",1413,1,F,01/10/2003,08/06/2024,
1467,"Gilang Hermawan",1430,2,M,08/10/1968,06/11/2004,
1468,"Anisa Gunawan",1421,1,F,12/07/1984,29/07/2014,29/06/2016
1469,"Intan Hakim",1413,1,F,01/02/1978,29/12/2014,
1470,"Susilo Setiawan",1428,2,M,26/02/1993,06/01/2024,
1471,"S.Tr.Rad, Nadia Hakim",1417,1,F,19/02/1998,10/03/2018,
1472,"Wati Pratama",1429,2,F,05/05/1991,20/01/2010,
1473,"A.Md.Keb, Endah Sugiarto",1414,1,F,12/08/1972,17/01/2003,
1474,"S.Tr.Kes, Yanto Firmansyah",1431,2,M,12/05/2000,26/09/2023,
1475,"S.T, Zahra Prabowo",1434,2,F,13/11/1998,29/10/2022,
1476,"Gunawan Priyanto, Dra.",1423,2,M,28/06/1984,07/11/2016,
1477,"Galih Simbolon, M.M",1427,2,M,01/09/1976,06/03/1995,27/11/2003
1478,"Dr., Firmansyah Sugiarto",1413,1,M,05/02/1965,23/11/2004,
1479,"Sp.Kep, Anisa Susanto",1413,1,F,08/01/2003,09/10/2025,
1480,"Fani Susanto",1426,2,F,26/02/1988,20/08/2021,
1481,"Ners, Yuni Nasution",1413,1,F,28/05/1968,21/02/1992,
1482,"Sp.Kep, Zahra Gunawan",1413,1,F,14/04/1996,27/01/2016,
